pitcher,team,pitch_type,rawmean,n,stuff_mean
"Santos, Gregory",SFG,SL,0.009996171257543292,44,104.7
"Santos, Winston",TEX,CH,0.0009010356850922107,5,100.0
"Santos, Winston",TEX,FF,-1.9020957147909536e-05,18,100.3
"Santos, Winston",TEX,SL,0.0012709885137155651,10,99.3
"Sasaki, Roki",LAD,FF,0.001259778290102064,584,104.5
"Sasaki, Roki",LAD,FS,0.01531367385404858,468,120.5
"Sasaki, Roki",LAD,SL,0.011560097341054941,292,114.6
"Saucedo, Tayler",LAA,CH,-0.01426406015109803,7,98.2
"Saucedo, Tayler",LAA,FF,-0.0019593716909488044,3,99.9
"Saucedo, Tayler",LAA,SI,-0.024773149751126766,4,97.8
"Saucedo, Tayler",LAA,SL,-0.004217710745121751,7,98.6
"Saucedo, Tayler",LAA,ST,-0.0017380997742293403,8,98.5
"Scherzer, Max",TOR,CH,0.0016308870319996706,66,100.6
"Scherzer, Max",TOR,FC,-0.0076841792522625635,45,94.5
"Scherzer, Max",TOR,FF,-0.00038350946576872446,199,100.9
"Scherzer, Max",TOR,SL,0.004444156823280666,56,100.4
"Scherzer, Max",TOR,SV,0.00022314969602779582,58,94.8
"Schlittler, Cam",NYY,CU,0.0032767874103088756,104,101.3
"Schlittler, Cam",NYY,FC,-6.547633986465749e-05,433,101.6
"Schlittler, Cam",NYY,FF,0.0017856220515320034,677,105.7
"Schlittler, Cam",NYY,SI,0.0026919176115051094,296,107.5
"Schlittler, Cam",NYY,SL,0.003005508910670566,24,99.5
"Scholtens, Jesse",TBR,FC,-0.004162105117631235,195,94.3
"Scholtens, Jesse",TBR,FF,-0.0023429781222284196,134,98.1
"Scholtens, Jesse",TBR,FS,-0.007823041828515037,66,93.2
"Scholtens, Jesse",TBR,SI,-0.008106144746627,145,90.2
"Scholtens, Jesse",TBR,ST,0.0010043763189164342,61,94.8
"Schreiber, John",KCR,CH,-0.004822068574867444,52,96.6
"Schreiber, John",KCR,FC,-0.0003227054918612781,74,100.6
"Schreiber, John",KCR,FF,0.002776233573696903,161,105.5
"Schreiber, John",KCR,SI,-0.004254777585281669,123,96.1
"Schreiber, John",KCR,ST,0.004554484764782407,145,97.0
"Schultz, Noah",CWS,CH,-0.0029552917272107713,65,97.4
"Schultz, Noah",CWS,FC,0.004167418343807666,136,107.5
"Schultz, Noah",CWS,FF,-0.0027271841966876576,171,97.3
"Schultz, Noah",CWS,SI,-0.000356448952254887,195,101.7
"Schultz, Noah",CWS,ST,0.007975918743647717,172,102.1
"Schultz, Paxton",WSH,CH,-0.024283926153887362,87,79.2
"Schultz, Paxton",WSH,FC,0.0007241662097489783,244,102.9
"Schultz, Paxton",WSH,FF,-0.0015653116219115104,195,99.0
"Schultz, Paxton",WSH,SL,-0.008946335935615935,35,91.2
"Schweitzer, Tyler",CWS,CH,0.0069013518772812355,9,100.9
"Schweitzer, Tyler",CWS,CU,0.002921806450467557,10,100.2
"Schweitzer, Tyler",CWS,FF,-0.0027000683232374185,37,98.9
"Schweitzer, Tyler",CWS,SI,-0.03219227399677038,3,97.8
"Schweitzer, Tyler",CWS,SL,0.0016808147447591182,56,97.8
"Schweitzer, Tyler",CWS,ST,0.005184337762849671,7,99.8
"Scott, Christian",NYM,FC,0.0024347107165327464,142,105.0
"Scott, Christian",NYM,FF,0.006427752086101086,409,114.1
"Scott, Christian",NYM,FS,-0.004460097512896432,36,97.1
"Scott, Christian",NYM,SI,0.0013361112397979014,25,101.3
"Scott, Christian",NYM,SL,0.004546170748653822,24,100.2
"Scott, Christian",NYM,ST,0.013812700525771729,190,111.6
"Scott, Tanner",LAD,FF,0.0045569696583956576,239,109.2
"Scott, Tanner",LAD,SL,0.005053865792224998,253,101.9
"Seabold, Connor",DET,CH,-0.0020621380386086565,68,98.0
"Seabold, Connor",DET,FC,0.002678227552678436,18,101.4
"Seabold, Connor",DET,FF,0.0002879291797455236,153,101.8
"Seabold, Connor",DET,SL,0.0006984390664654664,39,97.5
"Seabold, Connor",KCR,CH,-0.0020045839072040774,17,99.3
"Seabold, Connor",KCR,FC,-0.0014786783140152693,20,99.7
"Seabold, Connor",KCR,FF,-0.002527390052564442,75,98.4
"Seabold, Connor",KCR,SL,0.00023248054320016594,19,98.4
"Seabold, Connor",TOR,CH,-0.00442649689114963,15,98.8
"Seabold, Connor",TOR,FC,0.006371259642946825,8,101.4
"Seabold, Connor",TOR,FF,-0.0020892028433081578,24,99.5
"Seabold, Connor",TOR,SL,-0.0023327760807148935,20,97.2
"Sears, JP",SDP,CH,-0.005837690753237853,44,96.4
"Sears, JP",SDP,FC,-0.016181700432207437,5,98.1
"Sears, JP",SDP,FF,-0.0015780576607245217,71,99.4
"Sears, JP",SDP,SI,-0.0057057433295995,4,99.6
"Sears, JP",SDP,SL,-0.0005749838892370462,9,99.0
"Sears, JP",SDP,ST,0.006290906412199014,41,99.8
"Senga, Kodai",NYM,CU,-0.02906628232449293,2,98.4
"Senga, Kodai",NYM,FC,0.0007855542143775181,138,102.4
"Senga, Kodai",NYM,FF,-0.002333997778275617,230,97.7
"Senga, Kodai",NYM,FS,0.009231923127578963,138,108.0
"Senga, Kodai",NYM,SI,-0.0018781385852679915,26,99.7
"Senga, Kodai",NYM,SL,0.006623034825844859,44,102.0
"Senga, Kodai",NYM,SV,0.0028957650777859576,48,98.2
"Senzatela, Antonio",COL,CH,-0.001529348968339965,47,98.7
"Senzatela, Antonio",COL,FC,-2.4356456898593543e-05,196,101.4
"Senzatela, Antonio",COL,FF,0.003555964194703616,252,107.7
"Senzatela, Antonio",COL,SI,-0.0015184574224602126,72,99.8
"Senzatela, Antonio",COL,SL,-0.00022912497746908818,68,95.5
"Senzatela, Antonio",COL,ST,0.0028513266006484628,16,98.7
"Severino, Luis",ATH,CH,0.0006904678383284205,59,100.0
"Severino, Luis",ATH,FC,-0.0025696745157162055,216,96.9
"Severino, Luis",ATH,FF,0.0006309766157755803,240,102.6
"Severino, Luis",ATH,SI,0.0011659144290678686,258,104.5
"Severino, Luis",ATH,SL,0.0080325398178372,28,102.3
"Severino, Luis",ATH,ST,0.01236442129705673,285,110.4
"Sewald, Paul",ARI,FF,0.008736474833735691,284,117.0
"Sewald, Paul",ARI,ST,0.0037509275674053174,182,95.5
"Seymour, Carson",SFG,FC,-0.006970542388444301,19,97.5
"Seymour, Carson",SFG,FF,-0.002976438112151906,18,99.3
"Seymour, Carson",SFG,FS,-0.021828696131706238,1,99.6
"Seymour, Carson",SFG,SI,0.001137179365657546,27,101.3
"Seymour, Carson",SFG,SL,0.0005645982813663208,26,98.1
"Seymour, Ian",TBR,CH,0.00280320246595351,282,102.8
"Seymour, Ian",TBR,CU,0.0047065766411833465,10,100.6
"Seymour, Ian",TBR,FC,-0.007590749884548132,10,98.4
"Seymour, Ian",TBR,FF,-0.0027133118068421737,205,97.2
"Seymour, Ian",TBR,SI,-0.005479166785398563,129,94.3
"Seymour, Ian",TBR,ST,0.0060772113936741045,237,99.1
"Sheehan, Emmet",LAD,CH,0.002712803224991324,197,102.4
"Sheehan, Emmet",LAD,CU,-0.00300188222082887,130,92.4
"Sheehan, Emmet",LAD,FF,0.004787661232253711,548,111.5
"Sheehan, Emmet",LAD,SL,0.002719137961349236,392,97.2
"Shook, TJ",COL,FC,0.0029554675358148025,7,100.6
"Shook, TJ",COL,FF,0.0017768764390149788,22,101.2
"Shook, TJ",COL,FS,0.004339208929902977,9,100.4
"Shook, TJ",COL,ST,-0.0001460083294659853,10,98.5
"Shugart, Chase",PHI,CH,-0.011956699248003133,32,94.5
"Shugart, Chase",PHI,FC,-0.0012824903389830273,144,99.3
"Shugart, Chase",PHI,FF,0.0013860032877495482,61,102.1
"Shugart, Chase",PHI,SI,0.002205569842979977,140,105.1
"Shugart, Chase",PHI,ST,0.005005381763179752,108,97.9
"Shuster, Jared",STL,CH,-0.008256077680638746,19,97.4
"Shuster, Jared",STL,FC,-0.009675833531946409,15,97.0
"Shuster, Jared",STL,FF,-0.004938607433157611,45,97.0
"Shuster, Jared",STL,SI,-0.013350736938365217,9,97.6
"Shuster, Jared",STL,SL,-0.0007434981357968914,26,97.4
"Silseth, Chase",LAA,FF,-0.003997029559621679,209,95.1
"Silseth, Chase",LAA,FS,0.00020867086450430405,181,98.4
"Silseth, Chase",LAA,SI,-0.005679742171873101,86,95.1
"Silseth, Chase",LAA,SL,0.007441563735483214,77,103.8
"Simpson, Josh",SEA,CU,6.967610776579629e-05,12,99.4
"Simpson, Josh",SEA,FF,-0.003556338604539633,4,99.8
"Simpson, Josh",SEA,SI,-0.004204137476968437,23,98.7
"Simpson, Josh",SEA,ST,0.005392249976897514,19,99.5
"Sims, Lucas",CWS,CU,0.00024924284662120044,12,99.4
"Sims, Lucas",CWS,FF,-0.004077829503342388,77,96.7
"Sims, Lucas",CWS,FS,0.002753988796030171,4,100.1
"Sims, Lucas",CWS,SI,-0.019574391189962626,2,99.1
"Sims, Lucas",CWS,ST,0.003498330937633766,76,96.7
"Singer, Brady",CIN,FC,-0.003682888259816436,109,96.2
"Singer, Brady",CIN,FF,-0.002671542888829545,54,98.6
"Singer, Brady",CIN,SI,-0.006758770881188463,646,88.5
"Singer, Brady",CIN,SL,-0.001531012976344726,442,88.1
"Singer, Brady",CIN,ST,0.0020858427087659948,142,93.5
"Sisk, Evan",PIT,CH,-0.008758914235178224,59,93.7
"Sisk, Evan",PIT,FF,0.0012121877386876015,113,102.7
"Sisk, Evan",PIT,SI,-5.6140894840000026e-05,182,102.1
"Sisk, Evan",PIT,ST,0.012092517345050603,118,107.3
"Sisk, Evan",PIT,SV,0.007478014225788678,169,105.7
"Skenes, Paul",PIT,CH,0.0021982657904446768,263,101.9
"Skenes, Paul",PIT,CU,0.00039448763709515333,10,99.6
"Skenes, Paul",PIT,FF,0.0016697113392204698,640,105.4
"Skenes, Paul",PIT,FS,0.006291155620737455,181,105.5
"Skenes, Paul",PIT,SI,0.000503556908738114,178,103.0
"Skenes, Paul",PIT,SL,0.004099596740866855,107,100.1
"Skenes, Paul",PIT,ST,0.012934853273820166,254,111.1
"Skubal, Tarik",DET,CH,0.0064283495760044445,248,107.3
"Skubal, Tarik",DET,CU,-0.00010745129327768007,37,98.4
"Skubal, Tarik",DET,FF,0.002809634017426157,356,107.0
"Skubal, Tarik",DET,SI,0.0038440333907562053,184,108.3
"Skubal, Tarik",DET,SL,0.005344862452596454,146,102.0
"Slaten, Justin",BOS,CU,0.007866667317492622,7,100.9
"Slaten, Justin",BOS,FC,-0.0020843612724733883,149,98.1
"Slaten, Justin",BOS,FF,0.00623569442822455,88,108.0
"Slaten, Justin",BOS,SI,0.008697458659298718,27,105.3
"Slaten, Justin",BOS,ST,0.001554812542543424,52,95.8
"Smith, Burch",DET,CH,-0.007624960489381381,27,96.8
"Smith, Burch",DET,CU,0.0007523267802205065,73,98.4
"Smith, Burch",DET,FC,0.002280072705795393,61,103.0
"Smith, Burch",DET,FF,-0.00015172508865362032,125,101.0
"Smith, Burch",DET,SI,-0.06105474755167961,1,98.5
"Smith, Cade",CLE,FF,0.002745529262856882,413,107.1
"Smith, Cade",CLE,FS,0.011986635841908753,168,111.8
"Smith, Cade",CLE,ST,0.009747080046427175,89,103.6
"Smith, Dylan",SFG,CU,-0.008988942925093902,9,97.6
"Smith, Dylan",SFG,FF,-0.006960723644863863,76,93.8
"Smith, Dylan",SFG,FS,-0.006109640002250671,10,98.7
"Smith, Dylan",SFG,SI,-0.005591336660712075,19,98.3
"Smith, Dylan",SFG,ST,0.007768116570722279,56,101.0
"Smith, Shane",CWS,CH,0.012156840794288167,41,106.0
"Smith, Shane",CWS,CU,0.0020738069878513308,53,99.8
"Smith, Shane",CWS,FF,-0.003173744150665919,74,97.7
"Smith, Shane",CWS,SI,0.006533048328037694,32,104.7
"Smith, Shane",CWS,SL,0.0035931669361889363,25,99.8
"Snell, Blake",LAD,CH,0.01162555777201695,14,102.4
"Snell, Blake",LAD,CU,-0.0021932814124738798,16,98.4
"Snell, Blake",LAD,FF,0.0009901364489337539,32,101.1
"Snell, Blake",LAD,SL,0.007762771751731634,15,101.3
"Snelling, Robby",MIA,CH,0.00045877552890617935,14,99.9
"Snelling, Robby",MIA,FF,0.005230004338955041,28,103.2
"Snelling, Robby",MIA,SI,0.002053735016878428,7,100.6
"Snelling, Robby",MIA,SL,-0.0014513951318804175,8,98.9
"Snelling, Robby",MIA,SV,-0.00202135800520472,29,95.2
"Solesky, Chase",TBR,FC,0.0035675919304291406,9,100.9
"Solesky, Chase",TBR,FF,-0.0042402452090755105,6,99.6
"Solesky, Chase",TBR,FS,-0.014228462940081954,6,98.4
"Solesky, Chase",TBR,SI,0.004847657390531491,22,102.8
"Solesky, Chase",TBR,ST,0.013489585757876435,15,102.2
"Sommers, Drew",DET,CH,-0.01129058894366608,8,98.4
"Sommers, Drew",DET,FF,-0.004212084984283137,40,97.8
"Sommers, Drew",DET,SI,0.0035590624858741647,80,105.4
"Sommers, Drew",DET,SL,0.0017322757508240597,44,98.1
"Soriano, George",STL,CH,0.012639565691228476,158,113.1
"Soriano, George",STL,FC,-0.001920871704351157,15,99.6
"Soriano, George",STL,FF,-0.0017167309444998922,158,98.9
"Soriano, George",STL,SI,0.0017843086049348738,60,102.9
"Soriano, George",STL,SL,0.005472870622896522,138,102.1
"Soriano, George",STL,ST,0.005971360492237311,56,99.4
"Soriano, José",LAA,FF,0.005019827848495216,398,111.3
"Soriano, José",LAA,FS,-0.00229649627981641,324,94.6
"Soriano, José",LAA,SI,0.0011698190580242498,454,105.1
"Soriano, José",LAA,SL,0.0009960021041765328,89,96.2
"Soriano, José",LAA,SV,0.005666921309272342,427,102.7
"Soroka, Michael",ARI,CH,-0.0004916488048365864,160,98.7
"Soroka, Michael",ARI,FC,6.199855919787392e-05,152,101.4
"Soroka, Michael",ARI,FF,0.00024079321384267075,418,102.3
"Soroka, Michael",ARI,SI,0.0015092148845724297,130,104.0
"Soroka, Michael",ARI,ST,0.00398518910838498,9,99.5
"Soroka, Michael",ARI,SV,0.0027652407415472376,421,95.1
"Soto, Gregory",PIT,CH,-0.06003656983375549,1,98.9
"Soto, Gregory",PIT,FF,-0.0018772525200034806,128,98.7
"Soto, Gregory",PIT,SI,-0.002792576386367865,212,97.6
"Soto, Gregory",PIT,SL,0.0033704479080009855,106,99.1
"Soto, Gregory",PIT,ST,0.005099010172414591,156,97.7
"Sousa, Bennett",HOU,FF,-0.013609031331725419,13,96.5
"Sousa, Bennett",HOU,SI,-0.006191530575354894,3,99.7
"Sousa, Bennett",HOU,SL,0.007021376497537028,57,102.8
"Speier, Gabe",SEA,CH,-0.0003507605870254338,1,100.0
"Speier, Gabe",SEA,FF,-0.00014967221335199053,124,101.0
"Speier, Gabe",SEA,SI,-0.00203938241580285,105,99.2
"Speier, Gabe",SEA,SL,0.0014466044790185009,95,96.7
"Speier, Gabe",SEA,ST,0.014484327286481857,1,100.2
"Spence, Mitch",KCR,CH,-0.010096047594047645,17,97.2
"Spence, Mitch",KCR,CU,0.0022777185703020996,33,100.0
"Spence, Mitch",KCR,FC,-0.0014553316195573037,75,99.3
"Spence, Mitch",KCR,SI,-0.006290896003650103,35,96.9
"Spence, Mitch",KCR,ST,0.0025486573300440795,40,97.1
"Springs, Jeffrey",ATH,CH,0.008651907568174438,361,111.1
"Springs, Jeffrey",ATH,FC,-0.012284346815089093,34,92.5
"Springs, Jeffrey",ATH,FF,-0.005286503844691281,692,90.9
"Springs, Jeffrey",ATH,SL,0.003972301961852124,405,99.8
"Springs, Jeffrey",ATH,ST,0.00374851419442016,91,96.6
"Sproat, Brandon",MIL,CH,-0.0012866031239079962,86,98.3
"Sproat, Brandon",MIL,CU,0.0029312637304319137,141,101.0
"Sproat, Brandon",MIL,FC,0.0038098894614016724,315,109.1
"Sproat, Brandon",MIL,FF,0.0009489884776312665,274,103.3
"Sproat, Brandon",MIL,SI,0.0013513250063515558,317,105.1
"Sproat, Brandon",MIL,ST,0.008969392274653341,122,103.2
"Stallings, Garrett",MIL,CH,0.01614780561067164,7,101.8
"Stallings, Garrett",MIL,FC,-0.005345641169697046,2,99.8
"Stallings, Garrett",MIL,FF,0.0041856331185304695,7,100.8
"Stallings, Garrett",MIL,SI,-0.016561802476644516,1,99.6
"Stallings, Garrett",MIL,SL,0.00875498028472066,2,100.2
"Stanek, Ryne",STL,FF,0.0030125005112399536,304,107.1
"Stanek, Ryne",STL,FS,0.007342625711316941,84,104.8
"Stanek, Ryne",STL,SI,0.0022588258487035015,61,103.4
"Stanek, Ryne",STL,SL,0.007776960658869119,142,105.7
"Stanek, Ryne",STL,ST,0.01596958376467228,2,100.5
"Sterner, Justin",ATH,FC,0.0030456177431039256,191,106.6
"Sterner, Justin",ATH,FF,0.0025432917719886193,249,105.9
"Sterner, Justin",ATH,ST,0.0024148289668757686,188,93.3
"Stewart, Brock",LAD,CH,0.0006500659801531583,12,100.0
"Stewart, Brock",LAD,FC,-0.016166147659532726,4,98.5
"Stewart, Brock",LAD,FF,0.008476186803974477,35,105.8
"Stewart, Brock",LAD,SI,0.0023979958350537345,16,101.3
"Stewart, Brock",LAD,ST,0.011466902106702846,18,101.8
"Strahm, Matt",KCR,CH,-0.006407844298013577,59,95.3
"Strahm, Matt",KCR,FC,-0.01586352864978835,40,88.9
"Strahm, Matt",KCR,FF,0.003333116761826783,176,106.5
"Strahm, Matt",KCR,SI,-0.00276546161601504,43,99.0
"Strahm, Matt",KCR,SL,0.002309933713927487,138,97.4
"Stratton, Hunter",ATL,FC,-0.0004818701127078384,1,100.0
"Stratton, Hunter",ATL,FF,-0.007282253803818354,7,99.0
"Stratton, Hunter",ATL,ST,-0.0179497025674209,4,97.7
"Strider, Spencer",ATL,CH,-0.008791623316015754,71,92.9
"Strider, Spencer",ATL,CU,-0.0014372199576529157,99,95.3
"Strider, Spencer",ATL,FF,0.004171753177452654,329,109.3
"Strider, Spencer",ATL,SL,0.0010981156070783982,192,94.9
"Strowd, Kade",ARI,CU,0.011027323237309853,6,101.3
"Strowd, Kade",ARI,FC,-0.006315474236465018,23,97.3
"Strowd, Kade",ARI,FF,-0.011822257190942764,1,99.7
"Strowd, Kade",ARI,SI,0.007012477610260248,1,100.2
"Strowd, Kade",ARI,ST,0.01753431372344494,1,100.3
"Suarez, José",ATH,CH,0.0024022051473410813,82,101.4
"Suarez, José",ATH,FF,-0.005402845345706985,147,93.7
"Suarez, José",ATH,SI,-0.001981280346454524,37,99.6
"Suarez, José",ATH,SL,0.002662977417520747,116,98.0
"Suarez, José",ATH,ST,0.005468209287048214,18,99.6
"Suarez, José",ATL,CH,0.006546452891197987,100,105.2
"Suarez, José",ATL,FF,-0.006077014048634355,133,93.0
"Suarez, José",ATL,SI,-0.0002387440126040019,25,100.6
"Suarez, José",ATL,SL,0.0018531434234582644,69,97.7
"Suarez, José",ATL,ST,0.0037594095338135958,1,99.9
"Suarez, José",SEA,CH,0.004633023817506101,9,100.6
"Suarez, José",SEA,FC,-0.006931056068944079,7,99.0
"Suarez, José",SEA,FF,-0.011981874580184619,15,96.6
"Suarez, José",SEA,SI,0.001790886139497161,5,100.4
"Suarez, José",SEA,SL,-0.006403738564889257,6,98.5
"Suarez, Ranger",BOS,CH,-0.002894095794166566,197,95.7
"Suarez, Ranger",BOS,CU,-0.002193160773830196,235,92.0
"Suarez, Ranger",BOS,FC,-0.006592011655959115,284,89.0
"Suarez, Ranger",BOS,FF,-0.005295828039954427,318,92.1
"Suarez, Ranger",BOS,SI,-0.00252308774643488,326,97.8
"Suarez, Ranger",BOS,ST,0.002818743432726478,32,97.7
"Suarez, Robert",ATL,CH,0.010304264288090446,148,110.2
"Suarez, Robert",ATL,FC,-0.0017035005176735264,67,99.1
"Suarez, Robert",ATL,FF,0.006022156024810591,223,111.4
"Suarez, Robert",ATL,SI,-1.1965009401103964e-05,27,100.7
"Sugano, Tomoyuki",COL,CU,0.00157859668158175,93,99.2
"Sugano, Tomoyuki",COL,FC,-0.003400554413320547,139,96.1
"Sugano, Tomoyuki",COL,FF,-0.004934907080456944,299,92.9
"Sugano, Tomoyuki",COL,FS,-0.004227590528081645,276,92.3
"Sugano, Tomoyuki",COL,SI,-0.004223154765818189,258,94.9
"Sugano, Tomoyuki",COL,SL,0.00282347552987421,191,97.9
"Sugano, Tomoyuki",COL,ST,0.007523402541404981,112,101.2
"Sullivan, Sean",COL,CH,0.00018158017508317336,49,99.7
"Sullivan, Sean",COL,FC,0.001711870292063778,38,101.8
"Sullivan, Sean",COL,FF,-0.004217196941402337,163,95.2
"Sullivan, Sean",COL,ST,0.007518794236443283,57,100.8
"Sulser, Cole",TBR,CH,-0.004389677454131942,237,93.6
"Sulser, Cole",TBR,FC,-0.0009947485676901932,72,99.8
"Sulser, Cole",TBR,FF,0.0032125310245262532,277,107.3
"Sulser, Cole",TBR,ST,0.007031853331930258,22,100.2
"Suter, Brent",LAA,CH,0.0015053896298993024,260,101.0
"Suter, Brent",LAA,FF,-0.0033873630657333047,198,96.1
"Suter, Brent",LAA,SI,-0.0040747314124018885,253,95.2
"Suter, Brent",LAA,ST,0.0022698585747020577,137,93.8
"Suárez, Albert",BAL,CH,0.005546820027732545,110,104.5
"Suárez, Albert",BAL,CU,-0.0024747281121866157,45,96.2
"Suárez, Albert",BAL,FC,-0.0003171343720320389,120,100.7
"Suárez, Albert",BAL,FF,-0.003527200615163913,311,95.3
"Svanson, Matt",STL,FC,0.0023275644907025032,135,104.7
"Svanson, Matt",STL,FF,-0.008153237480049333,3,99.5
"Svanson, Matt",STL,SI,-0.001897839705292573,298,99.0
"Svanson, Matt",STL,ST,0.007286481374725321,203,101.1
"Sánchez, Cristopher",PHI,CH,0.004657742780980345,670,106.1
"Sánchez, Cristopher",PHI,SI,0.0019747474636449994,733,107.3
"Sánchez, Cristopher",PHI,SL,0.0050046905700675695,314,101.9
"Taillon, Jameson",CHC,CH,0.005318560762629076,171,105.2
"Taillon, Jameson",CHC,CU,-0.0004350378135167111,124,96.2
"Taillon, Jameson",CHC,FC,0.0016493649411470045,215,104.4
"Taillon, Jameson",CHC,FF,-0.0009754657946856253,326,99.9
"Taillon, Jameson",CHC,SI,-0.005356452507210354,104,95.0
"Taillon, Jameson",CHC,ST,0.007169096707089227,189,100.9
"Taylor, Grant",CWS,CU,0.007060662559595285,206,108.2
"Taylor, Grant",CWS,FC,0.005641304422169924,4,100.6
"Taylor, Grant",CWS,FF,0.0035530668286752345,376,108.4
"Taylor, Grant",CWS,SI,0.010717998531483183,54,110.4
"Taylor, Grant",CWS,SL,0.00845624378830549,109,106.0
"Teng, Kai-Wei",HOU,CU,0.0004089530380595058,107,97.5
"Teng, Kai-Wei",HOU,FF,-0.004270235376413136,300,94.0
"Teng, Kai-Wei",HOU,FS,-0.0003261147247180941,109,98.2
"Teng, Kai-Wei",HOU,SI,-0.0021905957830568425,171,98.7
"Teng, Kai-Wei",HOU,SL,0.0022367768266121856,20,99.2
"Teng, Kai-Wei",HOU,ST,0.00952008163013026,366,105.6
"Thielbar, Caleb",CHC,CU,0.0009344566811035436,95,98.3
"Thielbar, Caleb",CHC,FF,-0.0025238700757553387,180,97.6
"Thielbar, Caleb",CHC,SL,0.006673997400212101,100,103.4
"Thielbar, Caleb",CHC,ST,0.010704410138445112,54,103.5
"Thompson, Keegan",COL,CH,-0.007292957665273347,13,98.4
"Thompson, Keegan",COL,CU,-0.0005086350065539591,16,99.0
"Thompson, Keegan",COL,FC,0.0032894588883357998,49,103.5
"Thompson, Keegan",COL,FF,-0.0008939207187371753,57,100.0
"Thompson, Keegan",COL,SI,-0.005779482478321243,43,96.7
"Thompson, Keegan",COL,ST,-0.0020488284747390184,17,96.9
"Thompson, Ryan",ARI,FF,-0.002144976064300863,16,99.6
"Thompson, Ryan",ARI,SI,0.007282748379620282,295,115.9
"Thompson, Ryan",ARI,ST,0.007930287425337797,119,101.8
"Thornton, Trent",CHC,CU,-0.0005772914769782542,56,97.4
"Thornton, Trent",CHC,FC,-0.005628478692378849,50,95.9
"Thornton, Trent",CHC,FF,-0.00041549895368007126,120,100.7
"Thornton, Trent",CHC,SI,-0.004894740389906527,34,97.8
"Thornton, Trent",CHC,SL,0.010728904580999468,37,104.7
"Thornton, Trent",CHC,ST,0.00545964130853665,54,99.0
"Thornton, Zach",NYM,CH,-0.009240776213118806,2,99.7
"Thornton, Zach",NYM,CU,-0.008115579490549862,2,99.5
"Thornton, Zach",NYM,FC,-0.002504969414143556,54,98.5
"Thornton, Zach",NYM,FF,0.0013300473999859402,36,101.4
"Thornton, Zach",NYM,SI,-0.005582132731519994,21,98.2
"Thornton, Zach",NYM,SL,-0.007544807054835153,17,95.6
"Thornton, Zach",NYM,ST,-0.0012255993698580335,26,96.0
"Tidwell, Blade",SFG,FF,-0.002709371686298829,76,98.2
"Tidwell, Blade",SFG,FS,0.002243535593152046,5,100.1
"Tidwell, Blade",SFG,SI,-0.005118128901813179,14,98.9
"Tidwell, Blade",SFG,SL,0.009316793225783234,12,101.5
"Tidwell, Blade",SFG,ST,0.011023959351393083,75,104.6
"Tolle, Payton",BOS,CH,-0.0005456061319111743,36,99.4
"Tolle, Payton",BOS,CU,0.0026786417204908335,86,100.5
"Tolle, Payton",BOS,FC,0.006473005236219968,198,112.6
"Tolle, Payton",BOS,FF,0.0021817580907091978,539,106.3
"Tolle, Payton",BOS,SI,-0.0030262834885236892,249,97.1
"Tong, Jonah",NYM,CH,0.009533536692078296,52,105.4
"Tong, Jonah",NYM,CU,-0.019651558686746284,12,94.0
"Tong, Jonah",NYM,FC,-0.0017063768464140594,38,99.4
"Tong, Jonah",NYM,FF,0.00547118520942818,85,107.0
"Topa, Justin",MIN,CH,-0.0018343163714698498,51,98.5
"Topa, Justin",MIN,FC,-0.0027231904567758505,95,97.6
"Topa, Justin",MIN,SI,0.0013211418220581597,153,104.0
"Topa, Justin",MIN,ST,0.011961390703800135,60,104.9
"Treinen, Blake",LAD,FC,-0.00392068638299991,35,97.9
"Treinen, Blake",LAD,FF,-0.0060307271158012024,43,96.4
"Treinen, Blake",LAD,FS,-0.005094426684081554,1,99.9
"Treinen, Blake",LAD,SI,0.002757060173849731,139,105.9
"Treinen, Blake",LAD,ST,0.004552090957426676,156,96.9
"Trivino, Lou",BAL,CH,0.002233748510032176,13,100.3
"Trivino, Lou",BAL,FC,-0.003095631099616488,18,99.1
"Trivino, Lou",BAL,FF,-0.0069179634253184,3,99.6
"Trivino, Lou",BAL,SI,-0.0041296130556684844,26,98.6
"Trivino, Lou",BAL,ST,0.004976301686838269,2,99.9
"Trivino, Lou",PHI,CH,0.003170430369209498,9,100.4
"Trivino, Lou",PHI,FC,-0.005292168685830095,18,98.2
"Trivino, Lou",PHI,FF,-0.014150997313360373,3,99.1
"Trivino, Lou",PHI,SI,-0.0013796065516847496,12,100.0
"Trivino, Lou",PHI,ST,0.014671240901489828,11,102.0
"Uberstine, Tyler",BOS,CH,-0.0036666747386334465,5,99.6
"Uberstine, Tyler",BOS,FC,-0.00019457605554230718,9,100.1
"Uberstine, Tyler",BOS,FF,0.009580740679262413,9,102.1
"Uberstine, Tyler",BOS,SI,-0.0006875663900493898,11,100.2
"Uberstine, Tyler",BOS,ST,0.009069197673604569,11,100.6
"Ullola, Miguel",HOU,CH,-0.006651733070611954,1,99.9
"Ullola, Miguel",HOU,CU,0.003490241516071061,3,100.1
"Ullola, Miguel",HOU,FF,0.009266760170411987,39,106.8
"Ullola, Miguel",HOU,SL,0.007144201546907425,10,100.7
"Ureña, Walbert",LAA,CH,0.006910944745805751,434,109.0
"Ureña, Walbert",LAA,FF,-0.009687770523089933,270,84.8
"Ureña, Walbert",LAA,SI,0.0013039757349848017,409,105.3
"Ureña, Walbert",LAA,SL,0.006620088971703347,197,104.4
